id,status,slug,platform,scheduler,publishAtAmericaChicago,durationSeconds,title,caption
"DGR-042","SCRIPTED_NOT_RENDERED","read-only-windows-migration-show-the-screen","Instagram Reels","Publer","2026-12-09T18:00:00","27","Windows is read, never rewritten. — Show the screen","Show the screen: Do not take our word for it—look at migration on the actual desktop. Windows is read, never rewritten. Migration Assistant copies selected folders and prepares bookmarks while mounting the Windows partition read-only. Copy what you choose: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-045","SCRIPTED_NOT_RENDERED","read-only-windows-migration-claim-and-proof","TikTok","Publer","2026-12-13T09:00:00","18","Windows is read, never rewritten. — Claim and proof","Claim and proof: Windows is read, never rewritten. Here is the proof path. Windows is read, never rewritten. Migration Assistant copies selected folders and prepares bookmarks while mounting the Windows partition read-only. Copy what you choose: https://dagric.com #DagricOS #Linux #PC"
"DGR-051","SCRIPTED_NOT_RENDERED","familiar-start-menu-before-you-switch","YouTube Shorts","Publer","2026-12-25T16:00:00","12","Search, favorites, and shutdown are where you expect. — Before you switch","Before you switch: Before you switch a PC, check this: day one. Search, favorites, and shutdown are where you expect. A familiar launcher lowers the learning curve without pretending the desktop is Windows. Open it and get moving: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-054","SCRIPTED_NOT_RENDERED","familiar-start-menu-common-question","Instagram Reels","Publer","2026-12-30T18:00:00","30","Search, favorites, and shutdown are where you expect. — Common question","Common question: A common Dagric question: search, favorites, and shutdown are where you expect. Search, favorites, and shutdown are where you expect. A familiar launcher lowers the learning curve without pretending the desktop is Windows. Open it and get moving: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-057","SCRIPTED_NOT_RENDERED","dagric-hub-plain-answer","TikTok","Publer","2027-01-03T09:00:00","36","Drivers, printers, security, layouts, and guides. — Plain answer","Plain answer: Owner tools: here is the plain answer. Drivers, printers, security, layouts, and guides. Dagric Hub groups the common owner tasks in one window instead of scattering them across forum posts. Meet the Dagric Hub: https://dagric.com #DagricOS #Linux #PC"
"DGR-063","SCRIPTED_NOT_RENDERED","dagric-hub-decision-guide","YouTube Shorts","Publer","2027-01-15T16:00:00","21","Drivers, printers, security, layouts, and guides. — Decision guide","Decision guide: Is this the right choice for your PC? Start with owner tools. Drivers, printers, security, layouts, and guides. Dagric Hub groups the common owner tasks in one window instead of scattering them across forum posts. Meet the Dagric Hub: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-066","SCRIPTED_NOT_RENDERED","seven-installer-steps-show-the-screen","Instagram Reels","Publer","2027-01-20T18:00:00","18","Seven installer steps. Review before writing. — Show the screen","Show the screen: Do not take our word for it—look at installation on the actual desktop. Seven installer steps. Review before writing. Welcome, location, keyboard, partitions, users, summary, and install—the summary is your final checkpoint. Choose the disk carefully: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-069","SCRIPTED_NOT_RENDERED","seven-installer-steps-claim-and-proof","TikTok","Publer","2027-01-24T09:00:00","15","Seven installer steps. Review before writing. — Claim and proof","Claim and proof: Seven installer steps. Review before writing. Here is the proof path. Seven installer steps. Review before writing. Welcome, location, keyboard, partitions, users, summary, and install—the summary is your final checkpoint. Choose the disk carefully: https://dagric.com #DagricOS #Linux #PC"
"DGR-075","SCRIPTED_NOT_RENDERED","encryption-and-btrfs-before-you-switch","YouTube Shorts","Publer","2027-02-05T16:00:00","30","Btrfs is selected. Encryption is a checkbox. — Before you switch","Before you switch: Before you switch a PC, check this: disk setup. Btrfs is selected. Encryption is a checkbox. The default filesystem supports snapshots; full-disk encryption remains an explicit choice during installation. Review every partition first: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-078","SCRIPTED_NOT_RENDERED","encryption-and-btrfs-common-question","Instagram Reels","Publer","2027-02-10T18:00:00","27","Btrfs is selected. Encryption is a checkbox. — Common question","Common question: A common Dagric question: btrfs is selected. encryption is a checkbox. Btrfs is selected. Encryption is a checkbox. The default filesystem supports snapshots; full-disk encryption remains an explicit choice during installation. Review every partition first: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-081","SCRIPTED_NOT_RENDERED","boot-menu-rollback-plain-answer","TikTok","Publer","2027-02-14T09:00:00","24","Choose a snapshot from the boot menu. — Plain answer","Plain answer: Recovery: here is the plain answer. Choose a snapshot from the boot menu. On the default Btrfs installation, Dagric creates snapshots before updates so an earlier state remains available. Recovery before reinstalling: https://dagric.com #DagricOS #Linux #PC"
"DGR-087","SCRIPTED_NOT_RENDERED","boot-menu-rollback-decision-guide","YouTube Shorts","Publer","2027-02-26T16:00:00","12","Choose a snapshot from the boot menu. — Decision guide","Decision guide: Is this the right choice for your PC? Start with recovery. Choose a snapshot from the boot menu. On the default Btrfs installation, Dagric creates snapshots before updates so an earlier state remains available. Recovery before reinstalling: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-090","SCRIPTED_NOT_RENDERED","updates-without-forced-restarts-show-the-screen","Instagram Reels","Publer","2027-03-03T18:00:00","15","Updates can install without hijacking your restart. — Show the screen","Show the screen: Do not take our word for it—look at updates on the actual desktop. Updates can install without hijacking your restart. Security updates install automatically; you choose when the computer reboots. The reboot stays yours: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-093","SCRIPTED_NOT_RENDERED","updates-without-forced-restarts-claim-and-proof","TikTok","Publer","2027-03-07T09:00:00","36","Updates can install without hijacking your restart. — Claim and proof","Claim and proof: Updates can install without hijacking your restart. Here is the proof path. Updates can install without hijacking your restart. Security updates install automatically; you choose when the computer reboots. The reboot stays yours: https://dagric.com #DagricOS #Linux #PC"
"DGR-099","SCRIPTED_NOT_RENDERED","seven-desktop-layouts-before-you-switch","YouTube Shorts","Publer","2027-03-19T16:00:00","27","Seven layouts, one set of files and apps. — Before you switch","Before you switch: Before you switch a PC, check this: shape the desktop. Seven layouts, one set of files and apps. Three layouts ship with Free and four more with Pro. Change the arrangement without rebuilding your workspace. Pick the layout that feels right: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-102","SCRIPTED_NOT_RENDERED","seven-desktop-layouts-common-question","Instagram Reels","Publer","2027-03-24T18:00:00","18","Seven layouts, one set of files and apps. — Common question","Common question: A common Dagric question: seven layouts, one set of files and apps. Seven layouts, one set of files and apps. Three layouts ship with Free and four more with Pro. Change the arrangement without rebuilding your workspace. Pick the layout that feels right: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-105","SCRIPTED_NOT_RENDERED","free-edition-plain-answer","TikTok","Publer","2027-03-28T09:00:00","21","Free means free—no account and no expiration. — Plain answer","Plain answer: Free: here is the plain answer. Free means free—no account and no expiration. The Free edition includes the private desktop, Hub, hardware check, migration tools, rollback, and everyday applications. Download the Free ISO: https://dagric.com #DagricOS #Linux #PC"
"DGR-111","SCRIPTED_NOT_RENDERED","free-edition-decision-guide","YouTube Shorts","Publer","2027-04-09T16:00:00","30","Free means free—no account and no expiration. — Decision guide","Decision guide: Is this the right choice for your PC? Start with free. Free means free—no account and no expiration. The Free edition includes the private desktop, Hub, hardware check, migration tools, rollback, and everyday applications. Download the Free ISO: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-114","SCRIPTED_NOT_RENDERED","pro-one-time-purchase-show-the-screen","Instagram Reels","Publer","2027-04-14T18:00:00","36","Pro is not a subscription. — Show the screen","Show the screen: Do not take our word for it—look at dagric pro on the actual desktop. Pro is not a subscription. Pro adds the curated creator, gaming, developer, and Windows-app stack with updates included. Test Free before buying: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-117","SCRIPTED_NOT_RENDERED","pro-one-time-purchase-claim-and-proof","TikTok","Publer","2027-04-18T09:00:00","24","Pro is not a subscription. — Claim and proof","Claim and proof: Pro is not a subscription. Here is the proof path. Pro is not a subscription. Pro adds the curated creator, gaming, developer, and Windows-app stack with updates included. Test Free before buying: https://dagric.com #DagricOS #Linux #PC"
"DGR-123","SCRIPTED_NOT_RENDERED","windows-apps-with-bottles-before-you-switch","YouTube Shorts","Publer","2027-04-30T16:00:00","18","Install Bottles from the Hub on either edition. — Before you switch","Before you switch: Before you switch a PC, check this: keep the app you still need. Install Bottles from the Hub on either edition. Many Windows programs run in separate containers. Compatibility still depends on the individual application. Check the app, not just the logo: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-126","SCRIPTED_NOT_RENDERED","windows-apps-with-bottles-common-question","Instagram Reels","Publer","2027-05-05T18:00:00","15","Install Bottles from the Hub on either edition. — Common question","Common question: A common Dagric question: install bottles from the hub on either edition. Install Bottles from the Hub on either edition. Many Windows programs run in separate containers. Compatibility still depends on the individual application. Check the app, not just the logo: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-129","SCRIPTED_NOT_RENDERED","gaming-tools-plain-answer","TikTok","Publer","2027-05-09T09:00:00","12","Steam, Heroic, Proton, and Bottles have a home in the Hub. — Plain answer","Plain answer: Gaming: here is the plain answer. Steam, Heroic, Proton, and Bottles have a home in the Hub. Free provides one-click helpers; Pro adds a tuned gaming and Wine runtime already installed. Verify each game before switching: https://dagric.com #DagricOS #Linux #PC"
"DGR-135","SCRIPTED_NOT_RENDERED","gaming-tools-decision-guide","YouTube Shorts","Publer","2027-05-21T16:00:00","27","Steam, Heroic, Proton, and Bottles have a home in the Hub. — Decision guide","Decision guide: Is this the right choice for your PC? Start with gaming. Steam, Heroic, Proton, and Bottles have a home in the Hub. Free provides one-click helpers; Pro adds a tuned gaming and Wine runtime already installed. Verify each game before switching: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-138","SCRIPTED_NOT_RENDERED","creator-toolkit-show-the-screen","Instagram Reels","Publer","2027-05-26T18:00:00","24","Create with open tools instead of assembling them one by one. — Show the screen","Show the screen: Do not take our word for it—look at creators on the actual desktop. Create with open tools instead of assembling them one by one. Pro groups a tested set of graphics, audio, video, publishing, and media utilities for creators. See the exact Pro package list: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-141","SCRIPTED_NOT_RENDERED","creator-toolkit-claim-and-proof","TikTok","Publer","2027-05-30T09:00:00","21","Create with open tools instead of assembling them one by one. — Claim and proof","Claim and proof: Create with open tools instead of assembling them one by one. Here is the proof path. Create with open tools instead of assembling them one by one. Pro groups a tested set of graphics, audio, video, publishing, and media utilities for creators. See the exact Pro package list: https://dagric.com #DagricOS #Linux #PC"
"DGR-147","SCRIPTED_NOT_RENDERED","developer-stack-before-you-switch","YouTube Shorts","Publer","2027-06-11T16:00:00","15","Containers, editors, databases, and language tools—curated together. — Before you switch","Before you switch: Before you switch a PC, check this: build locally. Containers, editors, databases, and language tools—curated together. Pro adds a developer stack while the Debian base remains available to every edition. Inspect the package manifest: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-150","SCRIPTED_NOT_RENDERED","developer-stack-common-question","Instagram Reels","Publer","2027-06-16T18:00:00","36","Containers, editors, databases, and language tools—curated together. — Common question","Common question: A common Dagric question: containers, editors, databases, and language tools—curated together. Containers, editors, databases, and language tools—curated together. Pro adds a developer stack while the Debian base remains available to every edition. Inspect the package manifest: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-153","SCRIPTED_NOT_RENDERED","signed-release-proof-plain-answer","TikTok","Publer","2027-06-20T09:00:00","30","Checksums are published and GPG-signed. — Plain answer","Plain answer: Release proof: here is the plain answer. Checksums are published and GPG-signed. Compare the ISO against SHA256SUMS, then verify that file with the public Dagric signing key. Follow the verification guide: https://dagric.com #DagricOS #Linux #PC"
"DGR-159","SCRIPTED_NOT_RENDERED","signed-release-proof-decision-guide","YouTube Shorts","Publer","2027-07-02T16:00:00","18","Checksums are published and GPG-signed. — Decision guide","Decision guide: Is this the right choice for your PC? Start with release proof. Checksums are published and GPG-signed. Compare the ISO against SHA256SUMS, then verify that file with the public Dagric signing key. Follow the verification guide: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-162","SCRIPTED_NOT_RENDERED","measured-accessibility-show-the-screen","Instagram Reels","Publer","2027-07-07T18:00:00","21","Supported, partially supported, and unsupported are listed separately. — Show the screen","Show the screen: Do not take our word for it—look at accessibility on the actual desktop. Supported, partially supported, and unsupported are listed separately. Dagric publishes an accessibility conformance report, including known limitations instead of hiding them. Read the accessibility report: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-165","SCRIPTED_NOT_RENDERED","measured-accessibility-claim-and-proof","TikTok","Publer","2027-07-11T09:00:00","12","Supported, partially supported, and unsupported are listed separately. — Claim and proof","Claim and proof: Supported, partially supported, and unsupported are listed separately. Here is the proof path. Supported, partially supported, and unsupported are listed separately. Dagric publishes an accessibility conformance report, including known limitations instead of hiding them. Read the accessibility report: https://dagric.com #DagricOS #Linux #PC"
"DGR-171","SCRIPTED_NOT_RENDERED","human-support-before-you-switch","YouTube Shorts","Publer","2027-07-23T16:00:00","36","A support page, bug form, and human email route. — Before you switch","Before you switch: Before you switch a PC, check this: when the guide is not enough. A support page, bug form, and human email route. Common fixes are public, and support messages can be sent through the site or to support at dagric dot com. Start with the public guide: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-174","SCRIPTED_NOT_RENDERED","human-support-common-question","Instagram Reels","Publer","2027-07-28T18:00:00","24","A support page, bug form, and human email route. — Common question","Common question: A common Dagric question: a support page, bug form, and human email route. A support page, bug form, and human email route. Common fixes are public, and support messages can be sent through the site or to support at dagric dot com. Start with the public guide: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-177","SCRIPTED_NOT_RENDERED","secure-boot-plain-answer","TikTok","Publer","2027-08-01T09:00:00","27","Secure Boot and legacy BIOS are both supported paths. — Plain answer","Plain answer: Firmware: here is the plain answer. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way to confirm the exact firmware and hardware combination on your machine. Test your own PC first: https://dagric.com #DagricOS #Linux #PC"
"DGR-183","SCRIPTED_NOT_RENDERED","secure-boot-decision-guide","YouTube Shorts","Publer","2027-08-13T16:00:00","15","Secure Boot and legacy BIOS are both supported paths. — Decision guide","Decision guide: Is this the right choice for your PC? Start with firmware. Secure Boot and legacy BIOS are both supported paths. The live USB is the fastest way to confirm the exact firmware and hardware combination on your machine. Test your own PC first: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-186","SCRIPTED_NOT_RENDERED","debian-kde-foundation-show-the-screen","Instagram Reels","Publer","2027-08-18T18:00:00","12","Debian 13 underneath. KDE Plasma on the desktop. — Show the screen","Show the screen: Do not take our word for it—look at foundation on the actual desktop. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, hardens, and supports established open-source components rather than hiding the foundation. See the licenses and source: https://dagric.com #DagricOS #LinuxDesktop #PC"
"DGR-189","SCRIPTED_NOT_RENDERED","debian-kde-foundation-claim-and-proof","TikTok","Publer","2027-08-22T09:00:00","30","Debian 13 underneath. KDE Plasma on the desktop. — Claim and proof","Claim and proof: Debian 13 underneath. KDE Plasma on the desktop. Here is the proof path. Debian 13 underneath. KDE Plasma on the desktop. Dagric integrates, configures, hardens, and supports established open-source components rather than hiding the foundation. See the licenses and source: https://dagric.com #DagricOS #Linux #PC"
"DGR-195","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-before-you-switch","YouTube Shorts","Publer","2027-09-03T16:00:00","24","Upgrade in place without reinstalling. — Before you switch","Before you switch: Before you switch a PC, check this: start free, decide later. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the receipt code, and keep the existing files and settings. Download everything before installation begins: https://dagric.com #DagricOS #Linux #Shorts"
"DGR-198","SCRIPTED_NOT_RENDERED","upgrade-free-to-pro-common-question","Instagram Reels","Publer","2027-09-08T18:00:00","21","Upgrade in place without reinstalling. — Common question","Common question: A common Dagric question: upgrade in place without reinstalling. Upgrade in place without reinstalling. Buy Pro, open Dagric Hub, paste the receipt code, and keep the existing files and settings. Download everything before installation begins: https://dagric.com #DagricOS #LinuxDesktop #PC"
